address,roll_number,assessed_value,re_assessed_value,nr_assessed_value,fl_assessed_value,roll_year,property_type,assessment_class,assessment_class_description,land_use_designation,sub_property_use,year_of_construction,land_size_sm,land_size_sf,land_size_ac,comm_code,comm_name,cpid,unique_key,mod_date,entry_notes
80S 5500 SOMERVALE CO SW,200285690,2500.0,2500.0,0.0,0.0,2026,LI,RE,Residential,M-C2,A005,2003.0,6090.0,65554.0,1.5,SOM,SOMERSET,96114409,202620028569096114409,2026-01-14T00:00:00.000Z,a005_base_missing_r201; accessory_or_exceptional_code:A005
