group_rank,plan_signature,row_count,same_floor_plan_count,similar_floor_plan_count,other_count,buildings,units,assessed_value_min,assessed_value_max,value_delta_pct_min,value_delta_pct_max
301,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:300000,1,0,1,0,5500 Somervale Court SW,310,300000,300000,0.1407,0.1407
302,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:307500,1,0,1,0,5500 Somervale Court SW,410,307500,307500,0.1692,0.1692
303,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:312500,1,0,1,0,5500 Somervale Court SW,210,312000,312000,0.1863,0.1863
304,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:187500,1,0,1,0,5000 Somervale Court SW,411,188000,188000,-0.2852,-0.2852
305,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,1,0,1,0,3000 Somervale Court SW,111,258500,258500,-0.0171,-0.0171
306,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,1,0,1,0,3000 Somervale Court SW,211,263000,263000,0.0000,0.0000
307,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,1,0,1,0,3000 Somervale Court SW,311,267500,267500,0.0171,0.0171
308,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,3000 Somervale Court SW,411,272000,272000,0.0342,0.0342
309,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:277500,1,0,1,0,4000 Somervale Court SW,411,278000,278000,0.0570,0.0570
310,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,112,241000,241000,-0.0837,-0.0837
311,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,212,247000,247000,-0.0608,-0.0608
312,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:250000,1,0,1,0,5000 Somervale Court SW,312,251000,251000,-0.0456,-0.0456
313,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:255000,1,0,1,0,5000 Somervale Court SW,412,255000,255000,-0.0304,-0.0304
314,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,1,0,1,0,2000 Somervale Court SW,112,261000,261000,-0.0076,-0.0076
315,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,1,0,1,0,2000 Somervale Court SW,212,265500,265500,0.0095,0.0095
316,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,1,0,1,0,2000 Somervale Court SW,312,270000,270000,0.0266,0.0266
317,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:322500,1,0,1,0,6000 Somervale Court SW,412,322000,322000,0.2243,0.2243
318,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,113,241000,241000,-0.0837,-0.0837
319,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:245000,1,0,1,0,5000 Somervale Court SW,213,245000,245000,-0.0684,-0.0684
320,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,313,248500,248500,-0.0551,-0.0551
321,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:255000,1,0,1,0,5000 Somervale Court SW,413,255000,255000,-0.0304,-0.0304
322,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,1,0,1,0,3000 Somervale Court SW,113,258500,258500,-0.0171,-0.0171
323,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,1,0,1,0,3000 Somervale Court SW,213,263000,263000,0.0000,0.0000
324,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,1,0,1,0,3000 Somervale Court SW,313,267500,267500,0.0171,0.0171
325,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,3000 Somervale Court SW,413,272000,272000,0.0342,0.0342
326,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,114,241000,241000,-0.0837,-0.0837
327,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,214,247000,247000,-0.0608,-0.0608
328,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:250000,1,0,1,0,5000 Somervale Court SW,314,251000,251000,-0.0456,-0.0456
329,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,414,252500,252500,-0.0399,-0.0399
330,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,1,0,1,0,1000 Somervale Court SW,114,258500,258500,-0.0171,-0.0171
331,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,1,0,1,0,2000 Somervale Court SW,114,261000,261000,-0.0076,-0.0076
332,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,1,0,1,0,2000 Somervale Court SW,214,265500,265500,0.0095,0.0095
333,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,1,0,1,0,2000 Somervale Court SW,414,274000,274000,0.0418,0.0418
334,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:285000,1,0,1,0,2000 Somervale Court SW,314,284000,284000,0.0798,0.0798
335,stack:15|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,115,241000,241000,-0.0837,-0.0837
336,stack:15|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,415,252500,252500,-0.0399,-0.0399
337,stack:15|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,1,0,1,0,3000 Somervale Court SW,115,258500,258500,-0.0171,-0.0171
338,stack:15|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,1,0,1,0,3000 Somervale Court SW,215,263000,263000,0.0000,0.0000
339,stack:15|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,1,0,1,0,3000 Somervale Court SW,315,267500,267500,0.0171,0.0171
340,stack:15|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,3000 Somervale Court SW,415,272000,272000,0.0342,0.0342
341,stack:16|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,1,0,1,0,4000 Somervale Court SW,216,265500,265500,0.0095,0.0095
342,stack:16|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,1,0,1,0,4000 Somervale Court SW,316,270000,270000,0.0266,0.0266
343,stack:16|sub_property_use:R201|land_use:M-C2|assessed_bucket:280000,1,0,1,0,6000 Somervale Court SW,216,280000,280000,0.0646,0.0646
344,stack:16|sub_property_use:R201|land_use:M-C2|assessed_bucket:282500,1,0,1,0,1000 Somervale Court SW,216,282000,282000,0.0722,0.0722
345,stack:16|sub_property_use:R201|land_use:M-C2|assessed_bucket:285000,1,0,1,0,6000 Somervale Court SW,316,284000,284000,0.0798,0.0798
346,stack:17|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,1,0,1,0,4000 Somervale Court SW,317,263000,263000,0.0000,0.0000
347,stack:17|sub_property_use:R201|land_use:M-C2|assessed_bucket:280000,1,0,1,0,6000 Somervale Court SW,417,281000,281000,0.0684,0.0684
348,stack:18|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,1,0,1,0,4000 Somervale Court SW,318,270000,270000,0.0266,0.0266
349,stack:18|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,5000 Somervale Court SW,118,272000,272000,0.0342,0.0342
350,stack:18|sub_property_use:R201|land_use:M-C2|assessed_bucket:302500,1,0,1,0,5000 Somervale Court SW,418,301500,301500,0.1464,0.1464
351,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:200000,1,0,1,0,5000 Somervale Court SW,319,199500,199500,-0.2414,-0.2414
352,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:202500,1,0,1,0,5000 Somervale Court SW,419,202500,202500,-0.2300,-0.2300
353,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:280000,1,0,1,0,3000 Somervale Court SW,219,279000,279000,0.0608,0.0608
354,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:315000,1,0,1,0,2000 Somervale Court SW,419,315500,315500,0.1996,0.1996
355,stack:20|sub_property_use:R201|land_use:M-C2|assessed_bucket:310000,1,0,1,0,5000 Somervale Court SW,220,311000,311000,0.1825,0.1825
356,stack:20|sub_property_use:R201|land_use:M-C2|assessed_bucket:317500,1,0,1,0,5000 Somervale Court SW,320,316500,316500,0.2034,0.2034
357,stack:20|sub_property_use:R201|land_use:M-C2|assessed_bucket:322500,1,0,1,0,5000 Somervale Court SW,420,322000,322000,0.2243,0.2243
358,stack:21|sub_property_use:R201|land_use:M-C2|assessed_bucket:205000,1,0,1,0,5000 Somervale Court SW,221,206000,206000,-0.2167,-0.2167
359,stack:21|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,321,248500,248500,-0.0551,-0.0551
360,stack:21|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,421,252500,252500,-0.0399,-0.0399
361,stack:23|sub_property_use:R201|land_use:M-C2|assessed_bucket:255000,1,0,1,0,5000 Somervale Court SW,423,255000,255000,-0.0304,-0.0304
362,stack:24|sub_property_use:R201|land_use:M-C2|assessed_bucket:312500,1,0,1,0,5000 Somervale Court SW,224,313500,313500,0.1920,0.1920
363,stack:24|sub_property_use:R201|land_use:M-C2|assessed_bucket:320000,1,0,1,0,5000 Somervale Court SW,324,319000,319000,0.2129,0.2129
364,stack:24|sub_property_use:R201|land_use:M-C2|assessed_bucket:325000,1,0,1,0,5000 Somervale Court SW,424,324500,324500,0.2338,0.2338
365,stack:25|sub_property_use:R201|land_use:M-C2|assessed_bucket:160000,1,0,1,0,5000 Somervale Court SW,225,160500,160500,-0.3897,-0.3897
366,stack:25|sub_property_use:R201|land_use:M-C2|assessed_bucket:162500,1,0,1,0,5000 Somervale Court SW,325,162000,162000,-0.3840,-0.3840
367,stack:25|sub_property_use:R201|land_use:M-C2|assessed_bucket:170000,1,0,1,0,5000 Somervale Court SW,125,169500,169500,-0.3555,-0.3555
368,stack:25|sub_property_use:R201|land_use:M-C2|assessed_bucket:212500,1,0,1,0,5000 Somervale Court SW,425,212000,212000,-0.1939,-0.1939
369,stack:26|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,1,0,1,0,5000 Somervale Court SW,126,263000,263000,0.0000,0.0000
370,stack:26|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,1,0,1,0,5000 Somervale Court SW,226,270000,270000,0.0266,0.0266
371,stack:26|sub_property_use:R201|land_use:M-C2|assessed_bucket:277500,1,0,1,0,5000 Somervale Court SW,326,277000,277000,0.0532,0.0532
372,stack:26|sub_property_use:R201|land_use:M-C2|assessed_bucket:295000,1,0,1,0,5000 Somervale Court SW,426,294000,294000,0.1179,0.1179
373,stack:27|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,127,241000,241000,-0.0837,-0.0837
374,stack:27|sub_property_use:R201|land_use:M-C2|assessed_bucket:245000,1,0,1,0,5000 Somervale Court SW,227,245000,245000,-0.0684,-0.0684
375,stack:27|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,327,248500,248500,-0.0551,-0.0551
376,stack:27|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,427,252500,252500,-0.0399,-0.0399
377,stack:28|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,128,241000,241000,-0.0837,-0.0837
378,stack:28|sub_property_use:R201|land_use:M-C2|assessed_bucket:245000,1,0,1,0,5000 Somervale Court SW,228,245000,245000,-0.0684,-0.0684
379,stack:28|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,328,248500,248500,-0.0551,-0.0551
380,stack:28|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,428,252500,252500,-0.0399,-0.0399
381,stack:29|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,129,241000,241000,-0.0837,-0.0837
382,stack:29|sub_property_use:R201|land_use:M-C2|assessed_bucket:242500,1,0,1,0,5000 Somervale Court SW,229,242500,242500,-0.0779,-0.0779
383,stack:29|sub_property_use:R201|land_use:M-C2|assessed_bucket:250000,1,0,1,0,5000 Somervale Court SW,429,250500,250500,-0.0475,-0.0475
384,stack:30|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,130,241000,241000,-0.0837,-0.0837
385,stack:30|sub_property_use:R201|land_use:M-C2|assessed_bucket:245000,1,0,1,0,5000 Somervale Court SW,230,245000,245000,-0.0684,-0.0684
386,stack:30|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,330,248500,248500,-0.0551,-0.0551
387,stack:30|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,430,252500,252500,-0.0399,-0.0399
388,stack:31|sub_property_use:R201|land_use:M-C2|assessed_bucket:230000,1,0,1,0,5000 Somervale Court SW,231,231000,231000,-0.1217,-0.1217
389,stack:31|sub_property_use:R201|land_use:M-C2|assessed_bucket:235000,1,0,1,0,5000 Somervale Court SW,331,234500,234500,-0.1084,-0.1084
390,stack:32|sub_property_use:R201|land_use:M-C2|assessed_bucket:225000,1,0,1,0,5000 Somervale Court SW,132,225500,225500,-0.1426,-0.1426
391,stack:32|sub_property_use:R201|land_use:M-C2|assessed_bucket:230000,1,0,1,0,5000 Somervale Court SW,232,231000,231000,-0.1217,-0.1217
392,stack:32|sub_property_use:R201|land_use:M-C2|assessed_bucket:235000,1,0,1,0,5000 Somervale Court SW,332,234500,234500,-0.1084,-0.1084
393,stack:32|sub_property_use:R201|land_use:M-C2|assessed_bucket:237500,1,0,1,0,5000 Somervale Court SW,432,238500,238500,-0.0932,-0.0932
394,stack:33|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,5000 Somervale Court SW,133,272000,272000,0.0342,0.0342
395,stack:33|sub_property_use:R201|land_use:M-C2|assessed_bucket:280000,1,0,1,0,5000 Somervale Court SW,233,279000,279000,0.0608,0.0608
396,stack:33|sub_property_use:R201|land_use:M-C2|assessed_bucket:285000,1,0,1,0,5000 Somervale Court SW,333,284000,284000,0.0798,0.0798
397,stack:33|sub_property_use:R201|land_use:M-C2|assessed_bucket:287500,1,0,1,0,5000 Somervale Court SW,433,288500,288500,0.0970,0.0970
398,stack:34|sub_property_use:R201|land_use:M-C2|assessed_bucket:255000,1,0,1,0,5000 Somervale Court SW,134,254000,254000,-0.0342,-0.0342
399,stack:34|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,1,0,1,0,5000 Somervale Court SW,234,267500,267500,0.0171,0.0171
400,stack:34|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,1,0,1,0,5000 Somervale Court SW,334,274500,274500,0.0437,0.0437
401,stack:34|sub_property_use:R201|land_use:M-C2|assessed_bucket:277500,1,0,1,0,5000 Somervale Court SW,434,276500,276500,0.0513,0.0513
402,stack:35|sub_property_use:R201|land_use:M-C2|assessed_bucket:160000,1,0,1,0,5000 Somervale Court SW,235,160500,160500,-0.3897,-0.3897
403,stack:35|sub_property_use:R201|land_use:M-C2|assessed_bucket:162500,1,0,1,0,5000 Somervale Court SW,335,162000,162000,-0.3840,-0.3840
404,stack:35|sub_property_use:R201|land_use:M-C2|assessed_bucket:170000,1,0,1,0,5000 Somervale Court SW,135,169500,169500,-0.3555,-0.3555
405,stack:35|sub_property_use:R201|land_use:M-C2|assessed_bucket:212500,1,0,1,0,5000 Somervale Court SW,435,212000,212000,-0.1939,-0.1939
406,stack:36|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,136,241000,241000,-0.0837,-0.0837
407,stack:36|sub_property_use:R201|land_use:M-C2|assessed_bucket:245000,1,0,1,0,5000 Somervale Court SW,236,245000,245000,-0.0684,-0.0684
408,stack:36|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,336,248500,248500,-0.0551,-0.0551
409,stack:36|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,436,252500,252500,-0.0399,-0.0399
410,stack:37|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,137,241000,241000,-0.0837,-0.0837
411,stack:37|sub_property_use:R201|land_use:M-C2|assessed_bucket:245000,1,0,1,0,5000 Somervale Court SW,237,245000,245000,-0.0684,-0.0684
412,stack:37|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,337,248500,248500,-0.0551,-0.0551
413,stack:37|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,437,252500,252500,-0.0399,-0.0399
414,stack:38|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,138,241000,241000,-0.0837,-0.0837
415,stack:38|sub_property_use:R201|land_use:M-C2|assessed_bucket:245000,1,0,1,0,5000 Somervale Court SW,238,245000,245000,-0.0684,-0.0684
416,stack:38|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,338,248500,248500,-0.0551,-0.0551
417,stack:38|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,438,252500,252500,-0.0399,-0.0399
418,stack:39|sub_property_use:R201|land_use:M-C2|assessed_bucket:237500,1,0,1,0,5000 Somervale Court SW,139,238500,238500,-0.0932,-0.0932
419,stack:39|sub_property_use:R201|land_use:M-C2|assessed_bucket:242500,1,0,1,0,5000 Somervale Court SW,239,242500,242500,-0.0779,-0.0779
420,stack:39|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,339,246500,246500,-0.0627,-0.0627
421,stack:39|sub_property_use:R201|land_use:M-C2|assessed_bucket:250000,1,0,1,0,5000 Somervale Court SW,439,250500,250500,-0.0475,-0.0475
422,stack:40|sub_property_use:R201|land_use:M-C2|assessed_bucket:227500,1,0,1,0,5000 Somervale Court SW,140,227500,227500,-0.1350,-0.1350
423,stack:40|sub_property_use:R201|land_use:M-C2|assessed_bucket:230000,1,0,1,0,5000 Somervale Court SW,240,231000,231000,-0.1217,-0.1217
424,stack:40|sub_property_use:R201|land_use:M-C2|assessed_bucket:235000,1,0,1,0,5000 Somervale Court SW,340,234500,234500,-0.1084,-0.1084
425,stack:40|sub_property_use:R201|land_use:M-C2|assessed_bucket:237500,1,0,1,0,5000 Somervale Court SW,440,238500,238500,-0.0932,-0.0932
426,stack:41|sub_property_use:R201|land_use:M-C2|assessed_bucket:227500,1,0,1,0,5000 Somervale Court SW,141,227500,227500,-0.1350,-0.1350
427,stack:41|sub_property_use:R201|land_use:M-C2|assessed_bucket:230000,1,0,1,0,5000 Somervale Court SW,241,231000,231000,-0.1217,-0.1217
428,stack:41|sub_property_use:R201|land_use:M-C2|assessed_bucket:235000,1,0,1,0,5000 Somervale Court SW,341,234500,234500,-0.1084,-0.1084
429,stack:41|sub_property_use:R201|land_use:M-C2|assessed_bucket:237500,1,0,1,0,5000 Somervale Court SW,441,238500,238500,-0.0932,-0.0932
430,stack:42|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,142S,2500,2500,-0.9905,-0.9905
431,stack:42|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,5000 Somervale Court SW,142,272000,272000,0.0342,0.0342
432,stack:42|sub_property_use:R201|land_use:M-C2|assessed_bucket:280000,1,0,1,0,5000 Somervale Court SW,242,279000,279000,0.0608,0.0608
433,stack:42|sub_property_use:R201|land_use:M-C2|assessed_bucket:285000,1,0,1,0,5000 Somervale Court SW,342,284000,284000,0.0798,0.0798
434,stack:42|sub_property_use:R201|land_use:M-C2|assessed_bucket:287500,1,0,1,0,5000 Somervale Court SW,442,288500,288500,0.0970,0.0970
435,stack:43|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,143S,2500,2500,-0.9905,-0.9905
436,stack:44|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,144S,2500,2500,-0.9905,-0.9905
437,stack:45|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,145S,2500,2500,-0.9905,-0.9905
438,stack:46|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,146S,2500,2500,-0.9905,-0.9905
439,stack:47|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,147S,2500,2500,-0.9905,-0.9905
440,stack:48|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,148S,2500,2500,-0.9905,-0.9905
441,stack:49|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,149S,2500,2500,-0.9905,-0.9905
442,stack:50|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,150S,2500,2500,-0.9905,-0.9905
443,stack:51|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,151S,2500,2500,-0.9905,-0.9905
444,stack:52|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,152S,2500,2500,-0.9905,-0.9905
445,stack:53|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,153S,2500,2500,-0.9905,-0.9905
446,stack:54|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,154S,2500,2500,-0.9905,-0.9905
447,stack:55|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,155S,2500,2500,-0.9905,-0.9905
448,stack:56|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,156S,2500,2500,-0.9905,-0.9905
449,stack:57|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,157S,2500,2500,-0.9905,-0.9905
450,stack:58|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,158S,2500,2500,-0.9905,-0.9905
451,stack:59|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,159S,2500,2500,-0.9905,-0.9905
452,stack:60|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,160S,2500,2500,-0.9905,-0.9905
453,stack:61|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,161S,2500,2500,-0.9905,-0.9905
454,stack:62|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,162S,2500,2500,-0.9905,-0.9905
455,stack:63|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,3000 Somervale Court SW,163S,2500,2500,-0.9905,-0.9905
456,stack:73|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,73S,2500,2500,-0.9905,-0.9905
457,stack:74|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,74S,2500,2500,-0.9905,-0.9905
458,stack:75|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,75S,2500,2500,-0.9905,-0.9905
459,stack:76|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,76S,2500,2500,-0.9905,-0.9905
460,stack:77|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,77S,2500,2500,-0.9905,-0.9905
461,stack:78|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,78S,2500,2500,-0.9905,-0.9905
462,stack:79|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,79S,2500,2500,-0.9905,-0.9905
463,stack:80|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,80S,2500,2500,-0.9905,-0.9905
464,stack:81|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,81S,2500,2500,-0.9905,-0.9905
465,stack:82|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,82S,2500,2500,-0.9905,-0.9905
466,stack:83|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,83S,2500,2500,-0.9905,-0.9905
467,stack:84|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,84S,2500,2500,-0.9905,-0.9905
468,stack:85|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,85S,2500,2500,-0.9905,-0.9905
469,stack:86|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,1,0,1,0,5500 Somervale Court SW,86S,2500,2500,-0.9905,-0.9905
470,stack:NA|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,,246500,246500,-0.0627,-0.0627
471,stack:NA|sub_property_use:R201|land_use:M-C2|assessed_bucket:337500,1,0,1,0,5000 Somervale Court SW,,336500,336500,0.2795,0.2795
472,stack:NA|sub_property_use:X057|land_use:M-C2|assessed_bucket:21720000,1,0,1,0,7000 Somervale Court SW,,21720000,21720000,81.5856,81.5856
473,stack:73|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,1,0,0,1,5000 Somervale Court SW,173V,10000,10000,-0.9620,-0.9620
474,stack:74|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,1,0,0,1,5000 Somervale Court SW,174V,10000,10000,-0.9620,-0.9620
475,stack:75|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,1,0,0,1,5000 Somervale Court SW,175V,10000,10000,-0.9620,-0.9620
476,stack:NA|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,1,0,0,1,5000 Somervale Court SW,,10000,10000,-0.9620,-0.9620
477,stack:NA|sub_property_use:A006|land_use:M-C2|assessed_bucket:1570000,1,0,0,1,8000 Somervale Court SW,,1570000,1570000,4.9696,4.9696
478,stack:NA|sub_property_use:A006|land_use:S-SPR|assessed_bucket:445000,1,0,0,1,4500 Somervale Court SW,,446000,446000,0.6958,0.6958
479,stack:NA|sub_property_use:A006|land_use:S-UN|assessed_bucket:50000,1,0,0,1,4500 Somervale Court SW,,50000,50000,-0.8099,-0.8099
