building_key,base_unit_token,record_count,condo_count,parking_count,storage_count,other_count,unit_tokens,addresses
3000 SOMERVALE CO SW,95,1,0,1,0,0,95V,95V 3000 SOMERVALE CO SW
3000 SOMERVALE CO SW,96,1,0,1,0,0,96V,96V 3000 SOMERVALE CO SW
3000 SOMERVALE CO SW,97,1,0,1,0,0,97V,97V 3000 SOMERVALE CO SW
3000 SOMERVALE CO SW,98,1,0,1,0,0,98V,98V 3000 SOMERVALE CO SW
3000 SOMERVALE CO SW,99,1,0,1,0,0,99V,99V 3000 SOMERVALE CO SW
4000 SOMERVALE CO SW,101,1,1,0,0,0,101,101 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,102,1,1,0,0,0,102,102 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,103,1,1,0,0,0,103,103 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,104,1,1,0,0,0,104,104 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,105,1,1,0,0,0,105,105 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,106,1,1,0,0,0,106,106 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,107,1,1,0,0,0,107,107 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,108,1,1,0,0,0,108,108 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,109,1,1,0,0,0,109,109 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,111,1,1,0,0,0,111,111 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,112,1,1,0,0,0,112,112 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,113,1,1,0,0,0,113,113 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,114,1,1,0,0,0,114,114 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,115,1,1,0,0,0,115,115 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,116,1,1,0,0,0,116,116 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,117,1,1,0,0,0,117,117 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,118,1,1,0,0,0,118,118 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,119,1,1,0,0,0,119,119 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,201,1,1,0,0,0,201,201 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,202,1,1,0,0,0,202,202 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,203,1,1,0,0,0,203,203 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,204,1,1,0,0,0,204,204 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,205,1,1,0,0,0,205,205 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,206,1,1,0,0,0,206,206 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,207,1,1,0,0,0,207,207 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,208,1,1,0,0,0,208,208 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,209,1,1,0,0,0,209,209 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,210,1,1,0,0,0,210,210 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,211,1,1,0,0,0,211,211 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,212,1,1,0,0,0,212,212 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,213,1,1,0,0,0,213,213 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,214,1,1,0,0,0,214,214 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,215,1,1,0,0,0,215,215 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,216,1,1,0,0,0,216,216 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,217,1,1,0,0,0,217,217 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,218,1,1,0,0,0,218,218 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,219,1,1,0,0,0,219,219 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,301,1,1,0,0,0,301,301 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,302,1,1,0,0,0,302,302 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,303,1,1,0,0,0,303,303 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,304,1,1,0,0,0,304,304 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,305,1,1,0,0,0,305,305 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,306,1,1,0,0,0,306,306 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,307,1,1,0,0,0,307,307 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,308,1,1,0,0,0,308,308 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,309,1,1,0,0,0,309,309 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,310,1,1,0,0,0,310,310 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,311,1,1,0,0,0,311,311 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,312,1,1,0,0,0,312,312 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,313,1,1,0,0,0,313,313 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,314,1,1,0,0,0,314,314 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,315,1,1,0,0,0,315,315 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,316,1,1,0,0,0,316,316 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,317,1,1,0,0,0,317,317 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,318,1,1,0,0,0,318,318 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,319,1,1,0,0,0,319,319 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,401,1,1,0,0,0,401,401 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,402,1,1,0,0,0,402,402 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,403,1,1,0,0,0,403,403 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,404,1,1,0,0,0,404,404 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,405,1,1,0,0,0,405,405 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,406,1,1,0,0,0,406,406 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,407,1,1,0,0,0,407,407 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,408,1,1,0,0,0,408,408 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,409,1,1,0,0,0,409,409 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,410,1,1,0,0,0,410,410 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,411,1,1,0,0,0,411,411 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,412,1,1,0,0,0,412,412 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,413,1,1,0,0,0,413,413 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,414,1,1,0,0,0,414,414 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,415,1,1,0,0,0,415,415 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,416,1,1,0,0,0,416,416 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,417,1,1,0,0,0,417,417 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,418,1,1,0,0,0,418,418 4000 SOMERVALE CO SW
4000 SOMERVALE CO SW,419,1,1,0,0,0,419,419 4000 SOMERVALE CO SW
6000 SOMERVALE CO SW,100,1,0,1,0,0,100V,100V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,101,2,1,1,0,0,101; 101V,101 6000 SOMERVALE CO SW; 101V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,102,2,1,1,0,0,102; 102V,102 6000 SOMERVALE CO SW; 102V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,103,2,1,1,0,0,103; 103V,103 6000 SOMERVALE CO SW; 103V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,104,2,1,1,0,0,104; 104V,104 6000 SOMERVALE CO SW; 104V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,105,2,1,1,0,0,105; 105V,105 6000 SOMERVALE CO SW; 105V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,106,2,1,1,0,0,106; 106V,106 6000 SOMERVALE CO SW; 106V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,107,2,1,1,0,0,107; 107V,107 6000 SOMERVALE CO SW; 107V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,108,2,1,1,0,0,108; 108V,108 6000 SOMERVALE CO SW; 108V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,109,2,1,1,0,0,109; 109V,109 6000 SOMERVALE CO SW; 109V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,110,1,0,1,0,0,110V,110V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,111,2,1,1,0,0,111; 111V,111 6000 SOMERVALE CO SW; 111V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,112,2,1,1,0,0,112; 112V,112 6000 SOMERVALE CO SW; 112V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,113,2,1,1,0,0,113; 113V,113 6000 SOMERVALE CO SW; 113V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,114,2,1,1,0,0,114; 114V,114 6000 SOMERVALE CO SW; 114V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,115,2,1,1,0,0,115; 115V,115 6000 SOMERVALE CO SW; 115V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,116,2,1,1,0,0,116; 116V,116 6000 SOMERVALE CO SW; 116V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,117,2,1,1,0,0,117; 117V,117 6000 SOMERVALE CO SW; 117V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,118,2,1,1,0,0,118; 118V,118 6000 SOMERVALE CO SW; 118V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,119,2,1,1,0,0,119; 119V,119 6000 SOMERVALE CO SW; 119V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,120,1,0,1,0,0,120V,120V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,121,1,0,1,0,0,121V,121V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,122,1,0,1,0,0,122V,122V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,123,1,0,1,0,0,123V,123V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,124,1,0,1,0,0,124V,124V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,125,1,0,1,0,0,125V,125V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,126,1,0,1,0,0,126V,126V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,127,1,0,1,0,0,127V,127V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,128,1,0,1,0,0,128V,128V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,129,1,0,1,0,0,129V,129V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,130,1,0,1,0,0,130V,130V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,131,1,0,1,0,0,131V,131V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,132,1,0,1,0,0,132V,132V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,133,1,0,1,0,0,133V,133V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,134,1,0,1,0,0,134V,134V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,135,1,0,1,0,0,135V,135V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,136,1,0,1,0,0,136V,136V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,137,1,0,1,0,0,137V,137V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,138,1,0,1,0,0,138V,138V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,139,1,0,1,0,0,139V,139V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,140,1,0,1,0,0,140V,140V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,141,1,0,1,0,0,141V,141V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,142,1,0,1,0,0,142V,142V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,201,1,1,0,0,0,201,201 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,202,1,1,0,0,0,202,202 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,203,1,1,0,0,0,203,203 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,204,1,1,0,0,0,204,204 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,205,1,1,0,0,0,205,205 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,206,1,1,0,0,0,206,206 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,207,1,1,0,0,0,207,207 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,208,1,1,0,0,0,208,208 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,209,1,1,0,0,0,209,209 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,210,1,1,0,0,0,210,210 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,211,1,1,0,0,0,211,211 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,212,1,1,0,0,0,212,212 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,213,1,1,0,0,0,213,213 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,214,1,1,0,0,0,214,214 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,215,1,1,0,0,0,215,215 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,216,1,1,0,0,0,216,216 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,217,1,1,0,0,0,217,217 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,218,1,1,0,0,0,218,218 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,219,1,1,0,0,0,219,219 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,301,1,1,0,0,0,301,301 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,302,1,1,0,0,0,302,302 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,303,1,1,0,0,0,303,303 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,304,1,1,0,0,0,304,304 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,305,1,1,0,0,0,305,305 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,306,1,1,0,0,0,306,306 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,307,1,1,0,0,0,307,307 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,308,1,1,0,0,0,308,308 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,309,1,1,0,0,0,309,309 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,310,1,1,0,0,0,310,310 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,311,1,1,0,0,0,311,311 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,312,1,1,0,0,0,312,312 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,313,1,1,0,0,0,313,313 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,314,1,1,0,0,0,314,314 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,315,1,1,0,0,0,315,315 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,316,1,1,0,0,0,316,316 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,317,1,1,0,0,0,317,317 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,318,1,1,0,0,0,318,318 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,319,1,1,0,0,0,319,319 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,401,1,1,0,0,0,401,401 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,402,1,1,0,0,0,402,402 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,403,1,1,0,0,0,403,403 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,404,1,1,0,0,0,404,404 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,405,1,1,0,0,0,405,405 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,406,1,1,0,0,0,406,406 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,407,1,1,0,0,0,407,407 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,408,1,1,0,0,0,408,408 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,409,1,1,0,0,0,409,409 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,410,1,1,0,0,0,410,410 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,411,1,1,0,0,0,411,411 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,412,1,1,0,0,0,412,412 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,413,1,1,0,0,0,413,413 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,414,1,1,0,0,0,414,414 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,415,1,1,0,0,0,415,415 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,416,1,1,0,0,0,416,416 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,417,1,1,0,0,0,417,417 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,418,1,1,0,0,0,418,418 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,419,1,1,0,0,0,419,419 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,76,1,0,1,0,0,76V,76V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,77,1,0,1,0,0,77V,77V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,78,1,0,1,0,0,78V,78V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,79,1,0,1,0,0,79V,79V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,80,1,0,1,0,0,80V,80V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,81,1,0,1,0,0,81V,81V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,82,1,0,1,0,0,82V,82V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,83,1,0,1,0,0,83V,83V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,84,1,0,1,0,0,84V,84V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,85,1,0,1,0,0,85V,85V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,86,1,0,1,0,0,86V,86V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,87,1,0,1,0,0,87V,87V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,88,1,0,1,0,0,88V,88V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,89,1,0,1,0,0,89V,89V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,90,1,0,1,0,0,90V,90V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,91,1,0,1,0,0,91V,91V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,92,1,0,1,0,0,92V,92V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,93,1,0,1,0,0,93V,93V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,94,1,0,1,0,0,94V,94V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,95,1,0,1,0,0,95V,95V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,96,1,0,1,0,0,96V,96V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,97,1,0,1,0,0,97V,97V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,98,1,0,1,0,0,98V,98V 6000 SOMERVALE CO SW
6000 SOMERVALE CO SW,99,1,0,1,0,0,99V,99V 6000 SOMERVALE CO SW
